study.ID,ID,publication.year,data.year,exp.year,exp.length (months),disturbance,focus,technique,paradigm,hypothesis,pathway,plant.species,target.plant,measure.success,measured.factor,factor.levels,treatment,control,unit,Nsites,nsamples,ntotalsamples,mean.treatment,mean.control,var.t,var.c,p-value,df,measure.dispersion,lat,long,continent,country,ecosystem,elevation (m),MAP (mm),aridity.index,potential.evaporation (mm),grazing,soil,notes
11,11.3,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total N ,15-35 cm depth,30 years of restoration,0 years,g kg-1,5,4,80,0.01,0.025,0.008,0.005,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.3,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total N ,15-35 cm depth,40 years of restoration,0 years,g kg-1,5,4,80,0.008,0.025,0.004,0.005,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.3,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total N ,15-35 cm depth,50 years of restoration,0 years,g kg-1,5,4,80,0.005,0.025,0,0.005,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, crust,20 years of restoration,0 years,g kg-1,5,4,80,2.41,1.94,1.24,0.2,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, crust,30 years of restoration,0 years,g kg-1,5,4,80,9.85,1.94,0.73,0.2,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, crust,40 years of restoration,0 years,g kg-1,5,4,80,9.79,1.94,0.16,0.2,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, crust,50 years of restoration,0 years,g kg-1,5,4,80,10.86,1.94,0.2,0.2,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, 0-5 cm depth,20 years of restoration,0 years,g kg-1,5,4,80,2.35,1.81,0.1,0.1,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, 0-5 cm depth,30 years of restoration,0 years,g kg-1,5,4,80,3.82,1.81,0.7,0.1,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, 0-5 cm depth,40 years of restoration,0 years,g kg-1,5,4,80,2.88,1.81,0.26,0.1,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, 0-5 cm depth,50 years of restoration,0 years,g kg-1,5,4,80,3.08,1.81,0.77,0.1,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, 5-15 cm depth,20 years of restoration,0 years,g kg-1,5,4,80,2.08,2.01,0.67,0.1,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, 5-15 cm depth,30 years of restoration,0 years,g kg-1,5,4,80,1.74,2.01,0.13,0.1,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, 5-15 cm depth,40 years of restoration,0 years,g kg-1,5,4,80,1.87,2.01,0.2,0.1,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N, 5-15 cm depth,50 years of restoration,0 years,g kg-1,5,4,80,1.54,2.01,0.2,0.1,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N,15-35 cm depth,20 years of restoration,0 years,g kg-1,5,4,80,2.14,2.14,0.54,0.23,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N,15-35 cm depth,30 years of restoration,0 years,g kg-1,5,4,80,1.47,2.14,0.36,0.23,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N,15-35 cm depth,40 years of restoration,0 years,g kg-1,5,4,80,1.47,2.14,0,0.23,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.4,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,inorganic N,15-35 cm depth,50 years of restoration,0 years,g kg-1,5,4,80,1.47,2.14,0.13,0.23,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, crust,20 years of restoration,0 years,g kg-1,5,4,80,0.12,0.16,0.005,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, crust,30 years of restoration,0 years,g kg-1,5,4,80,0.26,0.16,0.03,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, crust,40 years of restoration,0 years,g kg-1,5,4,80,0.41,0.16,0.01,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, crust,50 years of restoration,0 years,g kg-1,5,4,80,0.44,0.16,0.01,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, 0-5 cm depth,20 years of restoration,0 years,g kg-1,5,4,80,0.13,0.09,0.02,0.01,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, 0-5 cm depth,30 years of restoration,0 years,g kg-1,5,4,80,0.19,0.09,0.02,0.01,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, 0-5 cm depth,40 years of restoration,0 years,g kg-1,5,4,80,0.23,0.09,0.03,0.01,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, 0-5 cm depth,50 years of restoration,0 years,g kg-1,5,4,80,0.29,0.09,0.01,0.01,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, 5-15 cm depth,20 years of restoration,0 years,g kg-1,5,4,80,0.12,0.14,0.02,0.01,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, 5-15 cm depth,30 years of restoration,0 years,g kg-1,5,4,80,0.13,0.14,0.02,0.01,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, 5-15 cm depth,40 years of restoration,0 years,g kg-1,5,4,80,0.16,0.14,0.01,0.01,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P, 5-15 cm depth,50 years of restoration,0 years,g kg-1,5,4,80,0.15,0.14,0.04,0.01,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P,15-35 cm depth,20 years of restoration,0 years,g kg-1,5,4,80,0.14,0.17,0.02,0.01,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P,15-35 cm depth,30 years of restoration,0 years,g kg-1,5,4,80,0.12,0.17,0.02,0.01,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P,15-35 cm depth,40 years of restoration,0 years,g kg-1,5,4,80,0.13,0.17,0.02,0.01,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.5,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,total P,15-35 cm depth,50 years of restoration,0 years,g kg-1,5,4,80,0.14,0.17,0.02,0.01,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, crust,20 years of restoration,0 years,g kg-1,5,4,80,0.29,0,0,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, crust,30 years of restoration,0 years,g kg-1,5,4,80,5.6,0,0.76,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, crust,40 years of restoration,0 years,g kg-1,5,4,80,6.53,0,0.97,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, crust,50 years of restoration,0 years,g kg-1,5,4,80,8.35,0,0.68,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, 0-5 cm depth,20 years of restoration,0 years,g kg-1,5,4,80,0.23,0,0.06,0.06,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, 0-5 cm depth,30 years of restoration,0 years,g kg-1,5,4,80,2.65,0,0.61,0.06,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, 0-5 cm depth,40 years of restoration,0 years,g kg-1,5,4,80,4.12,0,0.38,0.06,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, 0-5 cm depth,50 years of restoration,0 years,g kg-1,5,4,80,4.65,0,0.29,0.06,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, 5-15 cm depth,20 years of restoration,0 years,g kg-1,5,4,80,0.29,0,0.06,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, 5-15 cm depth,30 years of restoration,0 years,g kg-1,5,4,80,1.06,0,0.35,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, 5-15 cm depth,40 years of restoration,0 years,g kg-1,5,4,80,1.47,0,0.26,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P, 5-15 cm depth,50 years of restoration,0 years,g kg-1,5,4,80,1.59,0,0.11,0.02,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P,15-35 cm depth,20 years of restoration,0 years,g kg-1,5,4,80,0.23,0,0.11,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P,15-35 cm depth,30 years of restoration,0 years,g kg-1,5,4,80,0.7,0,0.11,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P,15-35 cm depth,40 years of restoration,0 years,g kg-1,5,4,80,1.18,0,0.26,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,available P,15-35 cm depth,50 years of restoration,0 years,g kg-1,5,4,80,1.29,0,0.2,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, crust,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,4.14,2.07,0,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, crust,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,60,2.07,5.17,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, crust,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,217.24,2.07,21.72,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, crust,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,244.13,2.07,25.86,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, 0-5 cm depth,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.07,0.00004,0,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, 0-5 cm depth,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,8.27,0.00004,1.03,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, 0-5 cm depth,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,6.21,0.00004,1.04,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, 0-5 cm depth,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,6.21,0.00004,0,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, 5-15 cm depth,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.07,0.00004,0,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, 5-15 cm depth,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.07,0.00004,0,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, 5-15 cm depth,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.07,0.00004,0,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase, 5-15 cm depth,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.07,0.00004,1.03,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase,15-35 cm depth,20 years of restoration,0 years,mg kg-1 h-1,5,4,80,0.00004,0.00004,0,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase,15-35 cm depth,30 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.07,0.00004,0,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase,15-35 cm depth,40 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.07,0.00004,0,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil dehydrogenase,15-35 cm depth,50 years of restoration,0 years,mg kg-1 h-1,5,4,80,2.07,0.00004,0,0,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, crust,20 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.39,1.52,0.03,0.03,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, crust,30 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.45,1.52,0.08,0.03,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, crust,40 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.36,1.52,0.06,0.03,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, crust,50 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.56,1.52,0.08,0.03,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, 0-5 cm depth,20 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,0.08,0.21,0.04,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,catalase, 0-5 cm depth,30 years of restoration,0 years,m mol H2O2 g-1 soil h-1,5,4,80,1.02,0.21,0.09,0,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
