study.ID,ID,publication.year,data.year,exp.year,exp.length (months),disturbance,focus,technique,intervention,paradigm,hypothesis,pathway,plant.species,target.plant,measure.success,outcome,measured.factor,treatment,control,unit,Nsites,n.t,n.c,ntotalsamples,mean.t,mean.c,sd.t,sd.c,se.t,se.c,p,df,measure.dispersion,lat,long,continent,country,ecosystem,elevation (m),MAP (mm),aridity.index,potential.evaporation (mm),grazing,soil,notes
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"50 years of restoration, crust",0 years,g kg-1,5,64,16,80,8.35,0,0.68,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"20 years of restoration, 0-5 cm depth",0 years,g kg-1,5,64,16,80,0.23,0,0.06,0.06,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"30 years of restoration, 0-5 cm depth",0 years,g kg-1,5,64,16,80,2.65,0,0.61,0.06,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"40 years of restoration, 0-5 cm depth",0 years,g kg-1,5,64,16,80,4.12,0,0.38,0.06,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"50 years of restoration, 0-5 cm depth",0 years,g kg-1,5,64,16,80,4.65,0,0.29,0.06,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"20 years of restoration, 5-15 cm depth",0 years,g kg-1,5,64,16,80,0.29,0,0.06,0.02,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"30 years of restoration, 5-15 cm depth",0 years,g kg-1,5,64,16,80,1.06,0,0.35,0.02,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"40 years of restoration, 5-15 cm depth",0 years,g kg-1,5,64,16,80,1.47,0,0.26,0.02,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"50 years of restoration, 5-15 cm depth",0 years,g kg-1,5,64,16,80,1.59,0,0.11,0.02,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"20 years of restoration, 15-35 cm depth",0 years,g kg-1,5,64,16,80,0.23,0,0.11,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"30 years of restoration, 15-35 cm depth",0 years,g kg-1,5,64,16,80,0.7,0,0.11,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"40 years of restoration, 15-35 cm depth",0 years,g kg-1,5,64,16,80,1.18,0,0.26,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.6,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,available P,"50 years of restoration, 15-35 cm depth",0 years,g kg-1,5,64,16,80,1.29,0,0.2,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"20 years of restoration, crust",0 years,mg kg-1 h-1,5,64,16,80,4.14,2.07,0,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"30 years of restoration, crust",0 years,mg kg-1 h-1,5,64,16,80,60,2.07,5.17,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"40 years of restoration, crust",0 years,mg kg-1 h-1,5,64,16,80,217.24,2.07,21.72,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"50 years of restoration, crust",0 years,mg kg-1 h-1,5,64,16,80,244.13,2.07,25.86,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"20 years of restoration, 0-5 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.07,0.00004,0,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"30 years of restoration, 0-5 cm depth",0 years,mg kg-1 h-1,5,64,16,80,8.27,0.00004,1.03,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"40 years of restoration, 0-5 cm depth",0 years,mg kg-1 h-1,5,64,16,80,6.21,0.00004,1.04,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"50 years of restoration, 0-5 cm depth",0 years,mg kg-1 h-1,5,64,16,80,6.21,0.00004,0,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"20 years of restoration, 5-15 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.07,0.00004,0,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"30 years of restoration, 5-15 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.07,0.00004,0,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"40 years of restoration, 5-15 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.07,0.00004,0,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"50 years of restoration, 5-15 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.07,0.00004,1.03,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"20 years of restoration, 15-35 cm depth",0 years,mg kg-1 h-1,5,64,16,80,0.00004,0.00004,0,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"30 years of restoration, 15-35 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.07,0.00004,0,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"40 years of restoration, 15-35 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.07,0.00004,0,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.7,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,soil dehydrogenase,"50 years of restoration, 15-35 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.07,0.00004,0,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"20 years of restoration, crust",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.39,1.52,0.03,0.03,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"30 years of restoration, crust",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.45,1.52,0.08,0.03,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"40 years of restoration, crust",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.36,1.52,0.06,0.03,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"50 years of restoration, crust",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.56,1.52,0.08,0.03,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"20 years of restoration, 0-5 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,0.08,0.21,0.04,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"30 years of restoration, 0-5 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.02,0.21,0.09,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"40 years of restoration, 0-5 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.39,0.21,0.02,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"50 years of restoration, 0-5 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.42,0.21,0.03,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"20 years of restoration, 5-15 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,0.03,0.03,0.01,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"30 years of restoration, 5-15 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.1,0.03,0.08,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"40 years of restoration, 5-15 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.45,0.03,0,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"50 years of restoration, 5-15 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.56,0.03,0,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"20 years of restoration, 15-35 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,0,0,0.01,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"30 years of restoration, 15-35 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.06,0,0.09,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"40 years of restoration, 15-35 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.34,0,0.02,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.8,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality,catalase,"50 years of restoration, 15-35 cm depth",0 years,m mol H2O2 g-1 soil h-1,5,64,16,80,1.56,0,0,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"20 years of restoration, crust",0 years,mg kg-1 h-1,5,64,16,80,6.16,0.79,0.55,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"30 years of restoration, crust",0 years,mg kg-1 h-1,5,64,16,80,9.31,0.79,0.94,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"40 years of restoration, crust",0 years,mg kg-1 h-1,5,64,16,80,21.31,0.79,2.21,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"50 years of restoration, crust",0 years,mg kg-1 h-1,5,64,16,80,21.16,0.79,2.76,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"20 years of restoration, 0-5 cm depth",0 years,mg kg-1 h-1,5,64,16,80,3.63,0.43,0.48,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"30 years of restoration, 0-5 cm depth",0 years,mg kg-1 h-1,5,64,16,80,3.95,0.43,0.15,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"40 years of restoration, 0-5 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.05,0.43,0.31,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"50 years of restoration, 0-5 cm depth",0 years,mg kg-1 h-1,5,64,16,80,1.42,0.43,0.39,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"20 years of restoration, 5-15 cm depth",0 years,mg kg-1 h-1,5,64,16,80,6.31,0.95,0.63,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"30 years of restoration, 5-15 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.53,0.95,0.31,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"40 years of restoration, 5-15 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.37,0.95,0.31,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"50 years of restoration, 5-15 cm depth",0 years,mg kg-1 h-1,5,64,16,80,0.95,0.95,0.15,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"20 years of restoration, 15-35 cm depth",0 years,mg kg-1 h-1,5,64,16,80,2.05,2.37,0.79,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"30 years of restoration, 15-35 cm depth",0 years,mg kg-1 h-1,5,64,16,80,1.42,2.37,0.24,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"40 years of restoration, 15-35 cm depth",0 years,mg kg-1 h-1,5,64,16,80,3,2.37,0.55,0,,,0.1,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
11,11.9,2015,2007,1956,600,agriculture,soil,planting,planting,active,soil conditions over years,planting-soil condition,unreported shrubs,multiple unlisted,increase in soil nutrients and enzyme activity,soil quality, a D glucosidase,"50 years of restoration, 15-35 cm depth",0 years,mg kg-1 h-1,5,64,16,80,1.1,2.37,0.23,0,,,0.05,79,std.dev,37.53,105.03,Asia,China,grassland,1300,186,,2900,unreported animal,nutrients and enzyme,
13,13.1,2014,2012,2012,3,agriculture,animal,planting,planting,active,anthropic disturbances vs natural sites,anthropogenic disturbances-lizard and invertebrate communities,"Hedysarum leave, H. scoparium, Caragana korshinskii, Astragalus adsurgens",unlisted,natural undisturbed communities,native species,bare ground,sparse degraded habitat,natural undisturbed habitat,percent,30,60,60,240,8.3,10.27,21.77,23.32,2.81,3.01,0.1,239,std.error,40.205,111.13,Asia,China,grassland,1036,340,,,,,
13,13.1,2014,2012,2012,3,agriculture,animal,planting,planting,active,anthropic disturbances vs natural sites,anthropogenic disturbances-lizard and invertebrate communities,"Hedysarum leave, H. scoparium, Caragana korshinskii, Astragalus adsurgens",unlisted,natural undisturbed communities,native species,bare ground,dense revegetated habitat,natural undisturbed habitat,percent,30,60,60,240,2.57,10.27,5.73,23.32,0.74,3.01,0.05,239,std.error,40.205,111.13,Asia,China,grassland,1036,340,,,,,
13,13.101,2014,2012,2012,3,agriculture,animal,planting,planting,active,anthropic disturbances vs natural sites,anthropogenic disturbances-lizard and invertebrate communities,"Hedysarum leave, H. scoparium, Caragana korshinskii, Astragalus adsurgens",unlisted,natural undisturbed communities,native species,invertebrate diversity,sparse degraded habitat,natural undisturbed habitat,shannon index,30,21,21,60,2.91,2.73,0.14,0.37,0.03,0.08,0.1,59,std.error,40.205,111.13,Asia,China,grassland,1036,340,,,,,
13,13.101,2014,2012,2012,3,agriculture,animal,planting,planting,active,anthropic disturbances vs natural sites,anthropogenic disturbances-lizard and invertebrate communities,"Hedysarum leave, H. scoparium, Caragana korshinskii, Astragalus adsurgens",unlisted,natural undisturbed communities,native species,invertebrate diversity,dense revegetated habitat,natural undisturbed habitat,shannon index,30,21,21,60,2.3,2.73,0.32,0.37,0.07,0.08,0.05,59,std.error,40.205,111.13,Asia,China,grassland,1036,340,,,,,
13,13.101,2014,2012,2012,3,agriculture,animal,planting,planting,active,anthropic disturbances vs natural sites,anthropogenic disturbances-lizard and invertebrate communities,"Hedysarum leave, H. scoparium, Caragana korshinskii, Astragalus adsurgens",unlisted,natural undisturbed communities,native species,invertebrate evenness,sparse degraded habitat,natural undisturbed habitat,pielou index,30,21,21,60,0.82,0.76,0.04,0.09,0.008,0.02,0.1,59,std.error,40.205,111.13,Asia,China,grassland,1036,340,,,,,
