"","study.ID","ID","publication.year","data.year","exp.year","exp.length","disturbance","focus","technique","intervention","paradigm","hypothesis","pathway","plant.species","target.plant","measure.success","outcome","measured.factor","treatment","control","unit","Nsites","n.t","n.c","ntotalsamples","mean.t","mean.c","sd.t","sd.c","se.t","se.c","p","df","measure.dispersion","lat","long","continent","country","ecosystem","elevation","MAP","MAT","aridity.index","potential.evaporation (mm)","grazing","soil","notes"
"296",66,66.2,2005,1996,1994,20,"grazing","vegetation","seeding, shrub facilitation","vegetation","passive","facilitation","facilitation of grasses by shrubs","Artemisia tridentata","Agropyron desertorum","grassland restoration","habitat","seedling height","seeding, 70 percent light reduction, root of shrub excluded","seeding, 70 percent light reduction, root of shrub present","cm",1,9,9,18,15.49,11.18,2.79,2.64,0.93,0.88,0.05,17,"std.error",41.75,-118.8,"North America","USA","rangeland",1460,468,8,26,NA,"cattle",NA,NA
"297",66,66.2,2005,1996,1994,20,"grazing","vegetation","seeding, shrub facilitation","vegetation","passive","facilitation","facilitation of native and introduced grasses by shrubs","Artemisia tridentata","Agropyron desertorum","grassland restoration","habitat","seedling height","seeding, 90 percent light reduction, root of shrub excluded","seeding, 90 percent light reduction, root of shrub present","cm",1,9,9,18,12.74,11.57,2.04,2.34,0.68,0.78,0.05,17,"std.error",41.75,-118.8,"North America","USA","rangeland",1460,468,8,26,NA,"cattle",NA,NA
"298",68,68.1,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Festuca idahoensis","grassland restoration","habitat","basal growth","planted 6 cm from grass","no neighbors","cm",1,144,144,288,0.41,0.99,0.24,0.6,0.02,0.05,0.05,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"299",68,68.1,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Festuca idahoensis","grassland restoration","habitat","basal growth","planted 12 cm from grass","no neighbors","cm",1,144,144,288,0.94,0.99,0.48,0.6,0.04,0.05,0.1,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"300",68,68.1,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Festuca idahoensis","grassland restoration","habitat","basal growth","planted 18 cm from grass","no neighbors","cm",1,144,144,288,0.86,0.99,0.12,0.6,0.01,0.05,0.1,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"301",68,68.1,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Festuca idahoensis","grassland restoration","habitat","flowering clums","planted 6 cm from grass","no neighbors","No per plant",1,144,144,288,1.19,2.47,1.68,3.12,0.14,0.26,0.05,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"302",68,68.1,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Festuca idahoensis","grassland restoration","habitat","flowering clums","planted 12 cm from grass","no neighbors","No per plant",1,144,144,288,3.05,2.47,3.12,3.12,0.26,0.26,0.1,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"303",68,68.1,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Festuca idahoensis","grassland restoration","habitat","flowering clums","planted 18 cm from grass","no neighbors","No per plant",1,144,144,288,2.59,2.47,1.92,3.12,0.16,0.26,0.1,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"304",68,68.2,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Pseudoroegneria spicata","grassland restoration","habitat","basal growth","planted 6 cm from grass","no neighbors","cm",1,144,144,288,0.19,0.59,0.48,1.2,0.04,0.1,0.05,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"305",68,68.2,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Pseudoroegneria spicata","grassland restoration","habitat","basal growth","planted 12 cm from grass","no neighbors","cm",1,144,144,288,0.4,0.59,1.08,1.2,0.09,0.1,0.1,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"306",68,68.2,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Pseudoroegneria spicata","grassland restoration","habitat","basal growth","planted 18 cm from grass","no neighbors","cm",1,144,144,288,0.48,0.59,0.96,1.2,0.08,0.1,0.1,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"307",68,68.2,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Pseudoroegneria spicata","grassland restoration","habitat","flowering clums","planted 6 cm from grass","no neighbors","No per plant",1,144,144,288,6.39,11.83,9.84,11.88,0.82,0.99,0.05,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"308",68,68.2,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Pseudoroegneria spicata","grassland restoration","habitat","flowering clums","planted 12 cm from grass","no neighbors","No per plant",1,144,144,288,7.17,11.83,8.88,11.88,0.74,0.99,0.05,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"309",68,68.2,2004,2000,1999,12,"grazing","vegetation","planting","vegetation","active","competition","proximity to neighbors on planting success","Achnatherum lemmonii","Pseudoroegneria spicata","grassland restoration","habitat","flowering clums","planted 18 cm from grass","no neighbors","No per plant",1,144,144,288,10.84,11.83,13.8,11.88,1.15,0.99,0.1,287,"std.error",42.41,-122.86,"North America","USA","grassland",400,467,12.85,20.44,NA,"cattle",NA,NA
"310",69,69.1,2003,2001,1997,48,"grazing","vegetation","grazing exclusion","vegetation","passive","fencing","fencing, vegetation recovery","multiple perennial shrubs and grasses","multiple perennial shrubs and grasses","vegetation regeneration","plants","plant cover","inside enclosure","outside enclosure","percent",3,5,5,25,2.04,0.11,0.91,0.11,NA,NA,0.05,24,"std.dev",29.51,45.54,"Asia","Kuwait","shrubland",280,120,35,2.67,NA,"livestock",NA,NA
"311",69,69.1,2003,2001,1997,48,"grazing","vegetation","grazing exclusion","vegetation","passive","fencing","fencing, vegetation recovery","multiple perennial shrubs and grasses","multiple perennial shrubs and grasses","vegetation regeneration","plants","plant cover","protected from grazing","outside enclosure","percent",3,5,5,25,1.83,0.11,0.68,0.11,NA,NA,0.05,24,"std.dev",29.51,45.54,"Asia","Kuwait","shrubland",280,120,35,2.67,NA,"livestock",NA,NA
"312",69,69.2,2003,2001,1997,48,"grazing","vegetation","grazing exclusion","vegetation","passive","fencing","fencing, vegetation recovery","multiple perennial shrubs and grasses","multiple perennial shrubs and grasses","vegetation regeneration","plants","shrub density","inside enclosure","outside enclosure",NA,3,5,5,25,8.8,4.8,1.9,3.4,NA,NA,0.1,24,"std.dev",29.51,45.54,"Asia","Kuwait","shrubland",280,120,35,2.67,NA,"livestock",NA,NA
"313",69,69.2,2003,2001,1997,48,"grazing","vegetation","grazing exclusion","vegetation","passive","fencing","fencing, vegetation recovery","multiple perennial shrubs and grasses","multiple perennial shrubs and grasses","vegetation regeneration","plants","shrub density","protected from grazing","outside enclosure",NA,3,5,5,25,7,4.8,2.7,3.4,NA,NA,0.1,24,"std.dev",29.51,45.54,"Asia","Kuwait","shrubland",280,120,35,2.67,NA,"livestock",NA,NA
"314",69,69.3,2003,2001,1997,48,"grazing","vegetation","grazing exclusion","vegetation","passive","fencing","fencing, vegetation recovery","multiple perennial shrubs and grasses","multiple perennial shrubs and grasses","vegetation regeneration","plants","annuals cover","inside enclosure","outside enclosure","percent",3,5,5,25,22.9,6.1,5.59,2.97,2.5,1.33,0.05,24,"std.error",29.51,45.54,"Asia","Kuwait","shrubland",280,120,35,2.67,NA,"livestock",NA,NA
"315",69,69.3,2003,2001,1997,48,"grazing","vegetation","grazing exclusion","vegetation","passive","fencing","fencing, vegetation recovery","multiple perennial shrubs and grasses","multiple perennial shrubs and grasses","vegetation regeneration","plants","annuals cover","protected from grazing","outside enclosure","percent",3,5,5,25,16.7,6.1,3.98,2.97,1.78,1.33,0.05,25,"std.error",29.51,45.54,"Asia","Kuwait","shrubland",280,120,35,2.67,NA,"livestock",NA,NA
"316",69,69.4,2003,2001,1997,48,"grazing","vegetation","grazing exclusion","vegetation","passive","fencing","fencing, vegetation recovery","multiple perennial shrubs and grasses","multiple perennial shrubs and grasses","vegetation regeneration","plants","plant biomass","inside enclosure","outside enclosure","kg ha-1",3,5,5,25,577,164,140.87,76.03,63,34,0.05,26,"std.error",29.51,45.54,"Asia","Kuwait","shrubland",280,120,35,2.67,NA,"livestock",NA,NA
"317",69,69.4,2003,2001,1997,48,"grazing","vegetation","grazing exclusion","vegetation","passive","fencing","fencing, vegetation recovery","multiple perennial shrubs and grasses","multiple perennial shrubs and grasses","vegetation regeneration","plants","plant biomass","protected from grazing","outside enclosure","kg ha-1",3,5,5,25,421,164,100.62,76.03,45,34,0.05,27,"std.error",29.51,45.54,"Asia","Kuwait","shrubland",280,120,35,2.67,NA,"livestock",NA,NA
"318",69,69.5,2003,2001,1997,48,"grazing","vegetation","grazing exclusion","vegetation","passive","fencing","fencing, vegetation recovery","multiple perennial shrubs and grasses","multiple perennial shrubs and grasses","vegetation regeneration","plants","plant richness","inside enclosure","outside enclosure","No per quadrat",3,5,5,25,10.9,5.5,1.81,1.16,0.81,0.52,0.05,28,"std.error",29.51,45.54,"Asia","Kuwait","shrubland",280,120,35,2.67,NA,"livestock",NA,NA
"319",69,69.5,2003,2001,1997,48,"grazing","vegetation","grazing exclusion","vegetation","passive","fencing","fencing, vegetation recovery","multiple perennial shrubs and grasses","multiple perennial shrubs and grasses","vegetation regeneration","plants","plant richness","protected from grazing","outside enclosure","No per quadrat",3,5,5,25,12.4,5.5,1.45,1.16,0.65,0.52,0.05,29,"std.error",29.51,45.54,"Asia","Kuwait","shrubland",280,120,35,2.67,NA,"livestock",NA,NA
"320",77,77.1,2018,2012,2012,36,"agriculture","vegetation","mowing, grazing","vegetation","active","mowing and grazing, grasslands restoration","mowing and grazing-Narduus grasslands restoration",NA,"Narduus grasslands","Narduus grasslands","habitat","plant richness","postfertilization grasslands with mowing and grazing for 15-24 years","not fertilized Narduus grasslands","No 9 m-2",18,7,34,41,8,22,1.59,9.33,0.6,1.6,0.05,40,"std.error",51.34,5.02,"Europe","Belgium","agriculture",28,785,9.55,40.15,NA,"ponies and cows","chemical and plants evaluations",NA
"321",77,77.2,2018,2012,2012,36,"agriculture","vegetation","mowing, grazing","vegetation","active","mowing and grazing, grasslands restoration","mowing and grazing-Narduus grasslands restoration",NA,"Narduus grasslands","Narduus grasslands","habitat","richness of typical Nardus grassland species","postfertilization grasslands with mowing and grazing for 15-24 years","not fertilized Narduus grasslands","No 9 m-2",18,7,34,41,0,4,0.001,1.75,0,0.3,0.05,40,"std.error",51.34,5.02,"Europe","Belgium","agriculture",28,785,9.55,40.15,NA,"ponies and cows","chemical and plants evaluations",NA
"322",77,77.3,2018,2012,2012,36,"agriculture","vegetation","mowing, grazing","vegetation","active","mowing and grazing, grasslands restoration","mowing and grazing-Narduus grasslands restoration",NA,"Narduus grasslands","Narduus grasslands","habitat","bioavailable P","postfertilization grasslands with mowing and grazing for 15-24 years","not fertilized Narduus grasslands","ug P Olsen g-1",18,7,34,41,53,3.9,29.1,2.92,11,0.5,0.05,40,"std.error",51.34,5.02,"Europe","Belgium","agriculture",28,785,9.55,40.15,NA,"ponies and cows","chemical and plants evaluations",NA
"323",77,77.4,2018,2012,2012,36,"agriculture","vegetation","mowing, grazing","vegetation","active","mowing and grazing, grasslands restoration","mowing and grazing-Narduus grasslands restoration",NA,"Narduus grasslands","Narduus grasslands","habitat","slowly cycling P","postfertilization grasslands with mowing and grazing for 15-24 years","not fertilized Narduus grasslands","ug P oxalate g-1",18,7,34,41,159,13,84.66,8.16,32,1.4,0.05,40,"std.error",51.34,5.02,"Europe","Belgium","agriculture",28,785,9.55,40.15,NA,"ponies and cows","chemical and plants evaluations",NA
"324",78,78.1,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","bioavailable P","eutrophic soil","no control",NA,19,9,NA,9,86.61,NA,6.78,NA,2.26,NA,0.05,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"325",78,78.1,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","bioavailable P","mesotrophic soil","no control",NA,19,9,NA,9,11.77,NA,1.32,NA,0.44,NA,0.05,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"326",78,78.1,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","bioavailable P","oligotrophic soil","no control",NA,19,9,NA,9,4.8,NA,5.22,NA,1.74,NA,0.05,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"327",78,78.101,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","arbuscular mycorrhizal fungal concentration","eutrophic soil","no control",NA,19,9,NA,9,46,NA,5.76,NA,1.92,NA,0.05,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"328",78,78.101,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","arbuscular mycorrhizal fungal concentration","mesotrophic soil","no control",NA,19,9,NA,9,38.44,NA,6.36,NA,2.12,NA,0.05,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"329",78,78.101,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","arbuscular mycorrhizal fungal concentration","oligotrophic soil","no control",NA,19,9,NA,9,23.48,NA,6.45,NA,2.15,NA,0.05,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"330",78,78.11,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","plant feeding nematodes","eutrophic soil","no control",NA,19,9,NA,9,22.74,NA,4.47,NA,1.49,NA,0.1,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"331",78,78.11,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","plant feeding nematodes","mesotrophic soil","no control",NA,19,9,NA,9,20.52,NA,3.72,NA,1.24,NA,0.1,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"332",78,78.11,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","plant feeding nematodes","oligotrophic soil","no control",NA,19,9,NA,9,12.58,NA,4.08,NA,1.36,NA,0.05,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"333",78,78.12,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","fungal feeding nematodes","eutrophic soil","no control",NA,19,9,NA,9,5.09,NA,3.36,NA,1.12,NA,0.1,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"334",78,78.12,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","fungal feeding nematodes","mesotrophic soil","no control",NA,19,9,NA,9,6.11,NA,3.24,NA,1.08,NA,0.1,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"335",78,78.12,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","fungal feeding nematodes","oligotrophic soil","no control",NA,19,9,NA,9,11.23,NA,5.7,NA,1.9,NA,0.05,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"336",78,78.13,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","bacterial feeding nematodes","eutrophic soil","no control",NA,19,9,NA,9,26.23,NA,9.39,NA,3.13,NA,0.1,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"337",78,78.13,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","bacterial feeding nematodes","mesotrophic soil","no control",NA,19,9,NA,9,25.83,NA,8.76,NA,2.92,NA,0.05,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"338",78,78.13,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","bacterial feeding nematodes","oligotrophic soil","no control",NA,19,9,NA,9,37.17,NA,11.91,NA,3.97,NA,0.05,8,"std.error",50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"339",78,78.14,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","Lolium grassland species germination","eutrophic soil","no control",NA,19,700,NA,700,55.6,NA,98.16,NA,3.71,NA,0.1,699,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"340",78,78.14,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","grass-herb mix species germination","eutrophic soil","no control",NA,19,700,NA,700,47.62,NA,69.58,NA,2.63,NA,0.05,699,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"341",78,78.14,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","Narduus grassland species germination","eutrophic soil","no control",NA,19,700,NA,700,31.55,NA,102.39,NA,3.87,NA,0.05,699,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"342",78,78.14,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","Lolium grassland species germination","mesotrophic soil","no control",NA,19,700,NA,700,51.96,NA,114.56,NA,4.33,NA,0.1,699,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"343",78,78.14,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","grass-herb mix species germination","mesotrophic soil","no control",NA,19,700,NA,700,45.15,NA,69.58,NA,2.63,NA,0.1,699,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"344",78,78.14,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","Narduus grassland species germination","mesotrophic soil","no control",NA,19,700,NA,700,34.64,NA,102.13,NA,3.86,NA,0.1,699,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"345",78,78.14,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","Lolium grassland species germination","oligotrophic soil","no control",NA,19,700,NA,700,50.41,NA,114.56,NA,4.33,NA,0.1,699,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"346",78,78.14,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","grass-herb mix species germination","oligotrophic soil","no control",NA,19,700,NA,700,33.4,NA,73.55,NA,2.78,NA,0.05,699,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"347",78,78.14,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","Narduus grassland species germination","oligotrophic soil","no control",NA,19,700,NA,700,32.16,NA,110.33,NA,4.17,NA,0.1,699,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"348",78,78.15,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","dry mass","eutrophic soil","no control",NA,19,27,NA,27,66,NA,25.77,NA,4.96,NA,0.05,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"349",78,78.15,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","dry mass","mesotrophic soil","no control",NA,19,27,NA,27,37.57,NA,13.61,NA,2.62,NA,0.05,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"350",78,78.15,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","dry mass","oligotrophic soil","no control",NA,19,27,NA,27,3.73,NA,3.12,NA,0.6,NA,0.05,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"351",78,78.16,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","biomass P","eutrophic soil","no control",NA,19,27,NA,27,4271.35,NA,952.45,NA,183.3,NA,0.05,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"352",78,78.16,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","biomass P","mesotrophic soil","no control",NA,19,27,NA,27,1900.35,NA,435.7,NA,83.85,NA,0.05,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"353",78,78.16,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","biomass P","oligotrophic soil","no control",NA,19,27,NA,27,745.19,NA,612.37,NA,117.85,NA,0.05,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"354",78,78.17,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","biomass N","eutrophic soil","no control",NA,19,27,NA,27,27074.44,NA,4859.18,NA,935.15,NA,0.05,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"355",78,78.17,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","biomass N","mesotrophic soil","no control",NA,19,27,NA,27,17324.44,NA,5919.82,NA,1139.27,NA,0.05,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"356",78,78.17,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","biomass N","oligotrophic soil","no control",NA,19,27,NA,27,26006.67,NA,11055.23,NA,2127.58,NA,0.1,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"357",78,78.18,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","N P ratio","eutrophic soil","no control",NA,19,27,NA,27,6.44,NA,1.87,NA,0.36,NA,0.1,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"358",78,78.18,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","N P ratio","mesotrophic soil","no control",NA,19,27,NA,27,9.26,NA,3.95,NA,0.76,NA,0.1,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
"359",78,78.18,2017,NA,NA,6,"agriculture","vegetation","germination and survival","vegetation","passive","grassland restoration phases","soil filters to germination","multiple grassland species","Narduus grasslands","Narduus grasslands","habitat","N P ratio","oligotrophic soil","no control",NA,19,27,NA,27,38.96,NA,21.41,NA,4.12,NA,0.05,26,NA,50.93,4.19,"Europe","Belgium","grassland",28,785,9.55,40.15,NA,NA,"biogeochemistry",NA
